volcano_number,volcano_name,country,latitude,longitude,vei,start_year,start_day,eruption_times,eruption_start_time,eruption_start_time_numeric,eruption_start_time_numeric_full,eruption_frequency,primary_volcano_type
283001,Abu,Japan,34.5,131.6,2.0,-6850.0,0.0,1,6850-BCE-00-00,-6850.083333333333,-6849.997260273973,Low (0-2),Shield
342080,Acatenango,Guatemala,14.501,-90.876,1.0,1972.0,12.0,8,1972-11-12,1972.8661848445029,1972.866210045662,Medium (3-10),Stratovolcanoes
213004,Acigol-Nevsehir,Turkey,38.537,34.621,2.0,-2080.0,0.0,5,2080-BCE-00-00,-2080.083333333333,-2079.9972602739726,Medium (3-10),Calderas
321040,Adams,United States,46.206,-121.49,2.0,950.0,0.0,15,0950-00-00,949.9166666666666,950.0027397260274,High (>10),Stratovolcanoes
283170,Adatarayama,Japan,37.647,140.281,1.0,1996.0,1.0,13,1996-09-01,1996.6694042925972,1996.669406392694,High (>10),Stratovolcanoes
221170,Adwa,Ethiopia,10.07,40.84,2.0,1928.0,0.0,2,1928-00-00,1927.9166666666667,1928.0027397260276,Low (0-2),Stratovolcanoes
284160,Agrigan,United States,18.77,145.67,4.0,1917.0,9.0,1,1917-04-09,1917.2746386333768,1917.274657534247,Low (0-2),Stratovolcanoes
342100,Agua,Guatemala,14.465,-90.743,2.0,1541.0,11.0,1,1541-09-11,1541.6967805519057,1541.696803652968,Low (0-2),Stratovolcanoes
382090,Agua de Pau,Portugal,37.77,-25.47,2.0,1564.0,10.0,10,1564-02-10,1564.1107095926411,1564.1107305936073,Medium (3-10),Stratovolcanoes
358062,Aguilera,Chile,-50.33,-73.75,5.0,-1250.0,0.0,2,1250-BCE-00-00,-1250.0833333333333,-1249.9972602739726,Low (0-2),Stratovolcanoes
264020,Agung,Indonesia,-8.343,115.508,3.0,2017.0,21.0,5,2017-11-21,2017.89082347788,2017.890867579909,Medium (3-10),Stratovolcanoes
284141,Ahyi,United States,20.42,145.03,0.0,2014.0,24.0,3,2014-04-24,2014.315703022339,2014.3157534246573,Medium (3-10),Others
282080,Aira,Japan,31.593,130.657,1.0,2017.0,25.0,54,2017-03-25,2017.2351073149364,2017.235159817352,High (>10),Calderas
300125,Akademia Nauk,Russia,53.98,159.45,3.0,1996.0,2.0,4,1996-01-02,1996.0054752518613,1996.0054794520547,Medium (3-10),Stratovolcanoes
283130,Akagisan,Japan,36.56,139.193,2.0,1938.0,16.0,2,1938-07-16,1938.543802014893,1938.5438356164384,Low (0-2),Stratovolcanoes
285070,Akan,Japan,43.384,144.013,1.0,2008.0,18.0,37,2008-11-18,2008.882610600088,2008.8826484018264,High (>10),Calderas
283230,Akita-Komagatake,Japan,39.761,140.799,2.0,1970.0,18.0,18,1970-09-18,1970.715943933421,1970.71598173516,High (>10),Stratovolcanoes
283260,Akita-Yakeyama,Japan,39.964,140.757,1.0,1997.0,16.0,17,1997-08-16,1997.627135348226,1997.627168949772,High (>10),Stratovolcanoes
311320,Akutan,United States,54.134,-165.986,1.0,1992.0,18.0,47,1992-12-18,1992.965943933421,1992.96598173516,High (>10),Stratovolcanoes
290390,Alaid,Russia,50.861,155.565,1.0,2018.0,20.0,16,2018-08-20,2018.6380858519487,2018.638127853881,High (>10),Stratovolcanoes
221112,Alayta,Ethiopia,12.888,40.573,2.0,1915.0,0.0,2,1915-00-00,1914.9166666666667,1915.0027397260276,Low (0-2),Shield
353040,Alcedo,Ecuador,-0.43,-91.12,1.0,1993.0,5.0,3,1993-12-05,1993.930354796321,1993.930365296804,Medium (3-10),Shield
352031,Aliso,Ecuador,-0.53,-78.0,2.0,-2450.0,0.0,1,2450-BCE-00-00,-2450.083333333333,-2449.9972602739726,Low (0-2),Stratovolcanoes
342040,Almolonga,Guatemala,14.797,-91.519,2.0,1891.0,0.0,6,1891-00-00,1890.9166666666667,1891.0027397260276,Medium (3-10),Stratovolcanoes
300450,Alney-Chashakondzha,Russia,56.656,159.647,2.0,1600.0,0.0,3,1600-00-00,1599.9166666666667,1600.0027397260274,Medium (3-10),Stratovolcanoes
221060,Alu-Dalafilla,Ethiopia,13.793,40.553,3.0,2008.0,3.0,1,2008-11-03,2008.8415462111257,2008.841552511416,Low (0-2),Fissure Vents
221270,Alutu,Ethiopia,7.77,38.78,2.0,-50.0,0.0,1,50-BCE-00-00,-50.083333333333336,-49.9972602739726,Low (0-2),Stratovolcanoes
311390,Amak,United States,55.424,-163.149,2.0,1796.0,0.0,3,1796-00-00,1795.9166666666667,1796.0027397260274,Medium (3-10),Stratovolcanoes
257030,Ambae,Vanuatu,-15.389,167.835,3.0,2017.0,6.0,8,2017-09-06,2017.6830924222515,2017.6831050228311,Medium (3-10),Shield
273088,Ambalatungan Group,Philippines,17.32,121.1,1.0,1952.0,2.0,1,1952-07-02,1952.5054752518613,1952.5054794520547,Low (0-2),Complex
266020,Ambang,Indonesia,0.75,124.42,1.0,2005.0,22.0,2,2005-12-22,2005.976894437144,2005.9769406392693,Low (0-2),Complex
254020,Ambitle,Papua New Guinea,-4.08,153.65,2.0,-350.0,0.0,1,350-BCE-00-00,-350.0833333333333,-349.9972602739726,Low (0-2),Stratovolcanoes
257040,Ambrym,Vanuatu,-16.25,168.12,2.0,2008.0,23.0,55,2008-05-23,2008.3962987297416,2008.3963470319636,High (>10),Others
311190,Amukta,United States,52.5,-171.252,1.0,1997.0,3.0,8,1997-03-03,1997.1748795444591,1997.1748858447488,Medium (3-10),Stratovolcanoes
284200,Anatahan,United States,16.35,145.67,2.0,2007.0,27.0,4,2007-11-27,2007.9072492334649,2007.907305936073,Medium (3-10),Stratovolcanoes
354004,Andahua-Orcopampa,Peru,-15.42,-72.33,2.0,1913.0,6.0,4,1913-03-06,1913.1830924222515,1913.1831050228311,Medium (3-10),Craters and Cones
312090,Aniakchak,United States,56.88,-158.17,2.0,1951.0,25.0,18,1951-06-25,1951.4851073149364,1951.485159817352,High (>10),Calderas
357153,Antillanca Volcanic Complex,Chile,-40.783,-72.15,5.0,-230.0,0.0,2,230-BCE-00-00,-230.08333333333331,-229.9972602739726,Low (0-2),Stratovolcanoes
352030,Antisana,Ecuador,-0.481,-78.141,2.0,1801.0,0.0,3,1801-00-00,1800.9166666666667,1801.0027397260274,Medium (3-10),Stratovolcanoes
357080,Antuco,Chile,-37.406,-71.349,2.0,1972.0,2.0,16,1972-07-02,1972.5054752518613,1972.5054794520547,High (>10),Stratovolcanoes
284060,Aogashima,Japan,32.458,139.759,3.0,1780.0,27.0,7,1780-07-27,1780.5739159001314,1780.5739726027398,Medium (3-10),Stratovolcanoes
358024,Apagado,Chile,-41.88,-72.58,4.0,-590.0,0.0,1,590-BCE-00-00,-590.0833333333334,-589.9972602739726,Low (0-2),Craters and Cones
343010,Apaneca Range,El Salvador,13.891,-89.786,2.0,1990.0,13.0,1,1990-10-13,1990.7855891371005,1990.785616438356,Low (0-2),Stratovolcanoes
344091,Apoyeque,Nicaragua,12.242,-86.342,6.0,-50.0,0.0,4,50-BCE-00-00,-50.083333333333336,-49.9972602739726,Medium (3-10),Others
355160,Aracar,Argentina,-24.29,-67.783,2.0,1993.0,28.0,1,1993-03-28,1993.2433201927288,1993.2433789954337,Low (0-2),Stratovolcanoes
213040,Ararat,Turkey,39.7,44.3,3.0,1840.0,2.0,5,1840-07-02,1840.5054752518613,1840.5054794520547,Medium (3-10),Stratovolcanoes
221126,Ardoukoba,Djibouti,11.58,42.47,1.0,1978.0,7.0,1,1978-11-07,1978.852496714849,1978.8525114155248,Low (0-2),Fissure Vents
345033,Arenal,Costa Rica,10.463,-84.703,3.0,1968.0,29.0,28,1968-07-29,1968.579391151993,1968.5794520547945,High (>10),Stratovolcanoes
231090,"Arhab, Harra of",Yemen,15.63,44.08,0.0,500.0,0.0,2,0500-00-00,499.9166666666667,500.0027397260274,Low (0-2),Volcanic Fields
263290,Arjuno-Welirang,Indonesia,-7.733,112.575,2.0,1991.0,13.0,3,1991-09-13,1991.702255803767,1991.7022831050228,Medium (3-10),Stratovolcanoes
305011,Arxan-Chaihe,China,47.45,120.8,2.0,0.0,0.0,1,0-BCE-00-00,-0.0833333333333333,0.0027397260273972,Low (0-2),Craters and Cones
283110,Asamayama,Japan,36.406,138.523,2.0,2019.0,7.0,147,2019-08-07,2019.602496714849,2019.6025114155248,High (>10),Complex
385050,Ascension,United Kingdom,-7.95,-14.37,0.0,1508.0,0.0,3,1508-00-00,1507.9166666666667,1508.0027397260274,Medium (3-10),Stratovolcanoes
373060,Askja,Iceland,65.033,-16.783,2.0,1961.0,26.0,14,1961-10-26,1961.8211782742003,1961.8212328767124,High (>10),Stratovolcanoes
282110,Asosan,Japan,32.884,131.104,2.0,2019.0,16.0,186,2019-04-16,2019.293802014893,2019.2938356164384,High (>10),Calderas
284150,Asuncion,United States,19.671,145.406,2.0,1924.0,0.0,7,1924-00-00,1923.9166666666667,1924.0027397260276,Medium (3-10),Stratovolcanoes
282070,Ata,Japan,31.22,130.57,2.0,1615.0,7.0,27,1615-08-07,1615.602496714849,1615.6025114155252,High (>10),Calderas
352021,Atacazo,Ecuador,-0.353,-78.617,5.0,-320.0,0.0,4,320-BCE-00-00,-320.0833333333333,-319.9972602739726,Medium (3-10),Stratovolcanoes
311160,Atka,United States,52.331,-174.139,2.0,1996.0,29.0,3,1996-06-29,1996.49605781866,1996.4961187214608,Medium (3-10),Stratovolcanoes
320030,Atlin Volcanic Field,Canada,59.68,-133.32,2.0,1898.0,8.0,1,1898-11-08,1898.85523434078,1898.8552511415528,Low (0-2),Craters and Cones
241020,Auckland Volcanic Field,New Zealand,-36.9,174.87,2.0,1350.0,0.0,1,1350-00-00,1349.9166666666667,1350.0027397260274,Low (0-2),Volcanic Fields
313010,Augustine,United States,59.363,-153.43,3.0,2005.0,9.0,23,2005-12-09,2005.941305300044,2005.9413242009127,High (>10),Lava Domes
300100,Avachinsky,Russia,53.256,158.836,1.0,2001.0,5.0,58,2001-10-05,2001.763688129654,2001.763698630137,High (>10),Stratovolcanoes
331021,Axial Seamount,Undersea Features,45.95,-130.0,0.0,2015.0,23.0,12,2015-04-23,2015.3129653964083,2015.31301369863,High (>10),Others
353060,"Azul, Cerro",Ecuador,-0.92,-91.408,1.0,2008.0,29.0,15,2008-05-29,2008.4127244853264,2008.412785388128,High (>10),Shield
357060,"Azul, Cerro",Chile,-35.653,-70.761,2.0,1967.0,9.0,11,1967-08-09,1967.6079719667105,1967.60799086758,High (>10),Stratovolcanoes
283180,Azumayama,Japan,37.735,140.244,1.0,1977.0,7.0,24,1977-12-07,1977.9358300481824,1977.9358447488585,High (>10),Stratovolcanoes
274030,Babuyan Claro,Philippines,19.523,121.94,2.0,1924.0,0.0,9,1924-00-00,1923.9166666666667,1924.0027397260276,Medium (3-10),Stratovolcanoes
322090,Bachelor,United States,43.979,-121.688,2.0,-5800.0,0.0,1,5800-BCE-00-00,-5800.083333333333,-5799.997260273973,Low (0-2),Stratovolcanoes
255020,Bagana,Papua New Guinea,-6.137,155.196,2.0,2000.0,28.0,26,2000-02-28,2000.1599868593955,2000.1600456621004,High (>10),Others
300123,Bakening,Russia,53.905,158.07,2.0,-550.0,0.0,5,550-BCE-00-00,-550.0833333333334,-549.9972602739726,Medium (3-10),Stratovolcanoes
321010,Baker,United States,48.777,-121.813,2.0,1884.0,0.0,20,1884-00-00,1883.9166666666667,1884.0027397260276,High (>10),Stratovolcanoes
250020,Baluan,Papua New Guinea,-2.57,147.28,0.0,1931.0,0.0,1,1931-00-00,1930.9166666666667,1931.0027397260276,Low (0-2),Stratovolcanoes
273050,Banahaw,Philippines,14.07,121.48,2.0,1909.0,0.0,4,1909-00-00,1908.9166666666667,1909.0027397260276,Medium (3-10),Complex
265090,Banda Api,Indonesia,-4.523,129.881,3.0,1988.0,9.0,27,1988-05-09,1988.3579719667105,1988.35799086758,High (>10),Calderas
283160,Bandaisan,Japan,37.601,140.072,4.0,1888.0,15.0,14,1888-07-15,1888.5410643889616,1888.541095890411,High (>10),Stratovolcanoes
341020,Barcena,Mexico,19.3,-110.82,3.0,1952.0,1.0,1,1952-08-01,1952.586070959264,1952.5860730593608,Low (0-2),Craters and Cones
373030,Bardarbunga,Iceland,64.633,-17.516,0.0,2014.0,29.0,55,2014-08-29,2014.6627244853264,2014.662785388128,High (>10),Stratovolcanoes
300084,Barkhatnaya Sopka,Russia,52.802,158.24,2.0,-3550.0,0.0,1,3550-BCE-00-00,-3550.083333333333,-3549.9972602739726,Low (0-2),Lava Domes
222030,"Barrier, The",Kenya,2.32,36.57,2.0,1921.0,31.0,12,1921-12-31,1922.0015330705207,1922.001598173516,High (>10),Shield
345050,Barva,Costa Rica,10.135,-84.1,2.0,1867.0,0.0,2,1867-03-00,1867.1666666666667,1867.169406392694,Low (0-2),Complex
264010,Batur,Indonesia,-8.242,115.375,1.0,1999.0,15.0,28,1999-03-15,1999.2077310556283,1999.2077625570776,High (>10),Calderas
225060,Bayuda Volcanic Field,Sudan,18.33,32.75,2.0,850.0,0.0,1,0850-00-00,849.9166666666666,850.0027397260274,Low (0-2),Craters and Cones
322060,Belknap,United States,44.285,-121.841,2.0,480.0,0.0,4,0480-00-00,479.9166666666667,480.0027397260274,Medium (3-10),Shield
390022,Berlin,Antarctica,-76.05,-136.0,0.0,-8350.0,0.0,1,8350-BCE-00-00,-8350.083333333334,-8349.997260273973,Low (0-2),Shield
290040,Berutarubesan [Berutarube],Japan - administered by Russia,44.462,146.932,1.0,1812.0,0.0,1,1812-00-00,1811.9166666666667,1812.0027397260276,Low (0-2),Stratovolcanoes
300250,Bezymianny,Russia,55.972,160.595,3.0,2010.0,21.0,65,2010-05-21,2010.39082347788,2010.390867579909,High (>10),Stratovolcanoes
272080,Biliran,Philippines,11.523,124.535,1.0,1939.0,26.0,1,1939-09-26,1939.7378449408675,1939.737899543379,Low (0-2),Complex
255011,Billy Mitchell,Papua New Guinea,-6.092,155.225,6.0,1580.0,0.0,2,1580-00-00,1579.9166666666667,1580.0027397260274,Low (0-2),Others
324010,Black Butte Crater Lava Field,United States,43.183,-114.352,0.0,-8400.0,0.0,1,8400-BCE-00-00,-8400.083333333334,-8399.997260273973,Low (0-2),Shield
327050,Black Rock Desert,United States,38.97,-112.5,2.0,1290.0,0.0,1,1290-00-00,1289.9166666666667,1290.0027397260274,Low (0-2),Volcanic Fields
355210,"Blanco, Cerro",Argentina,-26.789,-67.765,7.0,-2300.0,0.0,1,2300-BCE-00-00,-2300.083333333333,-2299.9972602739726,Low (0-2),Calderas
311300,Bogoslof,United States,53.93,-168.03,3.0,2016.0,20.0,12,2016-12-20,2016.9714191852825,2016.9714611872143,High (>10),Others
300150,Bolshoi Semiachik,Russia,54.32,160.02,2.0,-4450.0,0.0,2,4450-BCE-00-00,-4450.083333333333,-4449.997260273973,Low (0-2),Stratovolcanoes
300360,Bolshoi-Kekuknaysky,Russia,56.483,157.917,3.0,-5310.0,0.0,1,5310-BCE-00-00,-5310.083333333333,-5309.997260273973,Low (0-2),Shield
386020,Bouvet,Norway,-54.408,3.351,2.0,1956.0,15.0,2,1956-07-15,1956.5410643889616,1956.541095890411,Low (0-2),Shield
351012,"Bravo, Cerro",Colombia,5.091,-75.293,4.0,1720.0,0.0,8,1720-00-00,1719.9166666666667,1720.0027397260274,Medium (3-10),Stratovolcanoes
371040,Brennisteinsfjoll,Iceland,63.933,-21.783,2.0,1341.0,0.0,9,1341-00-00,1340.9166666666667,1341.0027397260274,Medium (3-10),Craters and Cones
390080,Bristol Island,United Kingdom,-59.017,-26.533,1.0,2016.0,24.0,6,2016-04-24,2016.315703022339,2016.3157534246573,Medium (3-10),Stratovolcanoes
390010,Buckle Island,Antarctica,-66.78,163.25,2.0,1899.0,12.0,2,1899-01-12,1899.0328515111696,1899.0328767123287,Low (0-2),Stratovolcanoes
273010,Bulusan,Philippines,12.769,124.056,1.0,2017.0,5.0,24,2017-06-05,2017.430354796321,2017.430365296804,High (>10),Stratovolcanoes
272050,CabalÃ­an,Philippines,10.285,125.218,2.0,1820.0,0.0,1,1820-00-00,1819.9166666666667,1820.0027397260276,Low (0-2),Stratovolcanoes
357112,Caburgua-Huelemolle,Chile,-39.25,-71.75,2.0,-5050.0,0.0,1,5050-BCE-00-00,-5050.083333333333,-5049.997260273973,Low (0-2),Craters and Cones
273090,Cagua,Philippines,18.222,122.123,2.0,1860.0,0.0,1,1860-10-00,1860.75,1860.7527397260276,Low (0-2),Stratovolcanoes
210040,Calatrava Volcanic Field,Spain,38.87,-4.02,2.0,-3600.0,0.0,1,3600-BCE-00-00,-3600.083333333333,-3599.9972602739726,Low (0-2),Craters and Cones
358020,Calbuco,Chile,-41.33,-72.618,4.0,2015.0,22.0,37,2015-04-22,2015.3102277704772,2015.3102739726028,High (>10),Stratovolcanoes
357091,Callaqui,Chile,-37.92,-71.45,2.0,2012.0,2.0,7,2012-01-02,2012.0054752518613,2012.0054794520547,Medium (3-10),Stratovolcanoes
224010,Cameroon,Cameroon,4.203,9.17,2.0,2000.0,28.0,19,2000-05-28,2000.4099868593955,2000.4100456621004,High (>10),Stratovolcanoes
271080,Camiguin,Philippines,9.203,124.673,3.0,1948.0,1.0,6,1948-09-01,1948.6694042925972,1948.669406392694,Medium (3-10),Stratovolcanoes
274010,Camiguin de Babuyanes,Philippines,18.83,121.86,2.0,1857.0,0.0,1,1857-00-00,1856.9166666666667,1857.0027397260276,Low (0-2),Stratovolcanoes
211010,Campi Flegrei,Italy,40.827,14.139,3.0,1538.0,29.0,20,1538-09-29,1538.7460578186597,1538.7461187214612,High (>10),Calderas
211070,Campi Flegrei del Mar di Sicilia,Italy,37.1,12.7,1.0,1911.0,30.0,8,1911-09-30,1911.7487954445903,1911.7488584474888,Medium (3-10),Others
390100,Candlemas Island,United Kingdom,-57.08,-26.67,0.0,1953.0,31.0,4,1953-12-31,1954.0015330705207,1954.001598173516,Medium (3-10),Stratovolcanoes
357140,Carran-Los Venados,Chile,-40.35,-72.07,2.0,1979.0,14.0,3,1979-04-14,1979.2883267630311,1979.2883561643837,Medium (3-10),Craters and Cones
327110,Carrizozo,United States,33.78,-105.93,2.0,-3250.0,0.0,1,3250-BCE-00-00,-3250.083333333333,-3249.9972602739726,Low (0-2),Craters and Cones
352006,Cayambe,Ecuador,0.029,-77.986,2.0,1785.0,0.0,22,1785-02-00,1785.0833333333333,1785.0860730593608,High (>10),Complex
358012,Cayutue-La Vigueria,Chile,-41.25,-72.27,2.0,-190.0,0.0,1,190-BCE-00-00,-190.08333333333331,-189.9972602739726,Low (0-2),Craters and Cones
341030,Ceboruco,Mexico,21.125,-104.508,3.0,1870.0,21.0,4,1870-02-21,1870.14082347788,1870.140867579909,Medium (3-10),Stratovolcanoes
222010,Central Island,Kenya,3.496,36.04,1.0,1974.0,22.0,1,1974-07-22,1974.5602277704772,1974.5602739726028,Low (0-2),Craters and Cones
263170,Cereme,Indonesia,-6.895,108.408,2.0,2015.0,24.0,7,2015-06-24,2015.4823696890055,2015.482420091324,Medium (3-10),Stratovolcanoes
352022,Chacana,Ecuador,-0.375,-78.25,0.0,1773.0,0.0,5,1773-00-00,1772.9166666666667,1773.0027397260274,Medium (3-10),Calderas
290030,Chachadake [Tiatia],Japan - administered by Russia,44.353,146.252,1.0,1982.0,10.0,6,1982-02-10,1982.1107095926411,1982.1107305936075,Medium (3-10),Stratovolcanoes
352002,Chachimbiro,Ecuador,0.468,-78.287,3.0,-3740.0,0.0,1,3740-BCE-00-00,-3740.0833333333335,-3739.9972602739726,Low (0-2),Stratovolcanoes
210020,Chaine des Puys,France,45.775,2.97,2.0,-4040.0,0.0,8,4040-BCE-00-00,-4040.0833333333335,-4039.9972602739726,Medium (3-10),Lava Domes
305060,Changbaishan,China-North Korea,41.98,128.08,2.0,1903.0,15.0,10,1903-04-15,1903.2910643889616,1903.291095890411,Medium (3-10),Stratovolcanoes
300273,Cherpuk Group,Russia,55.55,157.47,2.0,-4550.0,0.0,1,4550-BCE-00-00,-4550.083333333333,-4549.997260273973,Low (0-2),Craters and Cones
341080,Chichinautzin,Mexico,19.08,-99.13,3.0,400.0,0.0,8,0400-00-00,399.9166666666667,400.0027397260274,Medium (3-10),Volcanic Fields
341120,"Chichon, El",Mexico,17.36,-93.228,5.0,1982.0,28.0,13,1982-03-28,1982.2433201927288,1982.2433789954337,High (>10),Lava Domes
312110,Chiginagak,United States,57.135,-156.99,1.0,1998.0,13.0,4,1998-08-13,1998.6189224704335,1998.6189497716896,Medium (3-10),Stratovolcanoes
290360,Chikurachki,Russia,50.324,155.461,2.0,2016.0,27.0,26,2016-07-27,2016.5739159001316,2016.57397260274,High (>10),Stratovolcanoes
351110,Chiles-Cerro Negro,Colombia-Ecuador,0.817,-77.938,2.0,1936.0,17.0,1,1936-07-17,1936.5465396408235,1936.5465753424655,Low (0-2),Stratovolcanoes
357070,"Chillan, Nevados de",Chile,-36.868,-71.378,2.0,2016.0,8.0,32,2016-01-08,2016.0219010074463,2016.021917808219,High (>10),Stratovolcanoes
290090,Chirippusan [Chirip],Japan - administered by Russia,45.338,147.92,1.0,1860.0,0.0,2,1860-00-00,1859.9166666666667,1860.0027397260276,Low (0-2),Stratovolcanoes
290150,Chirpoi,Russia,46.532,150.871,0.0,2012.0,11.0,9,2012-11-11,2012.863447218572,2012.8634703196344,Medium (3-10),Calderas
283220,Chokaisan,Japan,39.099,140.049,1.0,1974.0,1.0,32,1974-03-01,1974.1694042925972,1974.169406392694,High (>10),Stratovolcanoes
